Year,Province,County,Municipality,Units,GeoCode,Value
2019,,,Erandio,"Per 10,000",Erandio,75.5
2023,,,Erandio,"Per 10,000",Erandio,59.8
2022,,,Erandio,"Per 10,000",Erandio,66.7
2021,,,Erandio,"Per 10,000",Erandio,55.4
2021,,,Ereño,"Per 10,000",Ereño,0.0
2023,,,Ereño,"Per 10,000",Ereño,0.0
2022,,,Ereño,"Per 10,000",Ereño,80.6
2019,,,Ereño,"Per 10,000",Ereño,0.0
2020,,,Ereño,"Per 10,000",Ereño,0.0
2019,,,Ermua,"Per 10,000",Ermua,14.9
2020,,,Ermua,"Per 10,000",Ermua,18.7
2022,,,Ermua,"Per 10,000",Ermua,42.0
2021,,,Ermua,"Per 10,000",Ermua,31.6
2023,,,Ermua,"Per 10,000",Ermua,36.8
2023,,,Errenteria,"Per 10,000",Errenteria,47.5
2019,,,Errenteria,"Per 10,000",Errenteria,55.9
2021,,,Errenteria,"Per 10,000",Errenteria,59.5
2022,,,Errenteria,"Per 10,000",Errenteria,52.0
2020,,,Errenteria,"Per 10,000",Errenteria,37.6
2021,,,Errezil,"Per 10,000",Errezil,0.0
2022,,,Errezil,"Per 10,000",Errezil,0.0
2020,,,Errezil,"Per 10,000",Errezil,36.8
2023,,,Errezil,"Per 10,000",Errezil,0.0
2019,,,Errezil,"Per 10,000",Errezil,0.0
2022,,,Erriberagoitia/Ribera Alta,"Per 10,000",Erriberagoitia/Ribera Alta,0.0
2019,,,Erriberagoitia/Ribera Alta,"Per 10,000",Erriberagoitia/Ribera Alta,56.8
2020,,,Erriberagoitia/Ribera Alta,"Per 10,000",Erriberagoitia/Ribera Alta,27.1
2021,,,Erriberagoitia/Ribera Alta,"Per 10,000",Erriberagoitia/Ribera Alta,52.5
2023,,,Erriberagoitia/Ribera Alta,"Per 10,000",Erriberagoitia/Ribera Alta,0.0
2023,,,Errigoiti,"Per 10,000",Errigoiti,43.7
2022,,,Errigoiti,"Per 10,000",Errigoiti,43.9
2021,,,Errigoiti,"Per 10,000",Errigoiti,45.2
2019,,,Errigoiti,"Per 10,000",Errigoiti,45.0
2020,,,Errigoiti,"Per 10,000",Errigoiti,90.5
2022,,,Eskoriatza,"Per 10,000",Eskoriatza,43.5
2023,,,Eskoriatza,"Per 10,000",Eskoriatza,43.3
2019,,,Eskoriatza,"Per 10,000",Eskoriatza,14.7
2021,,,Eskoriatza,"Per 10,000",Eskoriatza,53.5
2020,,,Eskoriatza,"Per 10,000",Eskoriatza,4.9
2019,,,Etxebarri,"Per 10,000",Etxebarri,24.5
2022,,,Etxebarri,"Per 10,000",Etxebarri,25.3
2023,,,Etxebarri,"Per 10,000",Etxebarri,30.2
2021,,,Etxebarri,"Per 10,000",Etxebarri,24.0
2020,,,Etxebarri,"Per 10,000",Etxebarri,45.0
2019,,,Etxebarria,"Per 10,000",Etxebarria,26.0
2023,,,Etxebarria,"Per 10,000",Etxebarria,0.0
2020,,,Etxebarria,"Per 10,000",Etxebarria,27.3
2022,,,Etxebarria,"Per 10,000",Etxebarria,57.5
2021,,,Etxebarria,"Per 10,000",Etxebarria,0.0
2021,,,Ezkio-Itsaso,"Per 10,000",Ezkio-Itsaso,0.0
2019,,,Ezkio-Itsaso,"Per 10,000",Ezkio-Itsaso,0.0
2022,,,Ezkio-Itsaso,"Per 10,000",Ezkio-Itsaso,33.2
2020,,,Ezkio-Itsaso,"Per 10,000",Ezkio-Itsaso,0.0
2023,,,Ezkio-Itsaso,"Per 10,000",Ezkio-Itsaso,0.0
2023,,,Forua,"Per 10,000",Forua,0.0
2021,,,Forua,"Per 10,000",Forua,0.0
2020,,,Forua,"Per 10,000",Forua,21.6
2022,,,Forua,"Per 10,000",Forua,83.7
2019,,,Forua,"Per 10,000",Forua,0.0
2020,,,Fruiz,"Per 10,000",Fruiz,0.0
2022,,,Fruiz,"Per 10,000",Fruiz,70.7
2019,,,Fruiz,"Per 10,000",Fruiz,0.0
2021,,,Fruiz,"Per 10,000",Fruiz,0.0
2023,,,Fruiz,"Per 10,000",Fruiz,69.7
2022,,,Gabiria,"Per 10,000",Gabiria,0.0
2023,,,Gabiria,"Per 10,000",Gabiria,44.1
2020,,,Gabiria,"Per 10,000",Gabiria,0.0
2019,,,Gabiria,"Per 10,000",Gabiria,0.0
2021,,,Gabiria,"Per 10,000",Gabiria,0.0
2021,,,Gaintza,"Per 10,000",Gaintza,0.0
2020,,,Gaintza,"Per 10,000",Gaintza,0.0
2019,,,Gaintza,"Per 10,000",Gaintza,0.0
2022,,,Gaintza,"Per 10,000",Gaintza,0.0
2023,,,Gaintza,"Per 10,000",Gaintza,0.0
2023,,,Galdakao,"Per 10,000",Galdakao,33.4
2019,,,Galdakao,"Per 10,000",Galdakao,33.5
2020,,,Galdakao,"Per 10,000",Galdakao,30.2
2022,,,Galdakao,"Per 10,000",Galdakao,28.1
2021,,,Galdakao,"Per 10,000",Galdakao,28.8
2019,,,Galdames,"Per 10,000",Galdames,24.7
2022,,,Galdames,"Per 10,000",Galdames,102.0
2021,,,Galdames,"Per 10,000",Galdames,25.5
2020,,,Galdames,"Per 10,000",Galdames,0.0
2023,,,Galdames,"Per 10,000",Galdames,76.1
2019,,,Gamiz-Fika,"Per 10,000",Gamiz-Fika,14.1
2022,,,Gamiz-Fika,"Per 10,000",Gamiz-Fika,14.4
2020,,,Gamiz-Fika,"Per 10,000",Gamiz-Fika,14.4
2023,,,Gamiz-Fika,"Per 10,000",Gamiz-Fika,0.0
2021,,,Gamiz-Fika,"Per 10,000",Gamiz-Fika,0.0
2019,,,Garai,"Per 10,000",Garai,0.0
2023,,,Garai,"Per 10,000",Garai,0.0
2022,,,Garai,"Per 10,000",Garai,0.0
2020,,,Garai,"Per 10,000",Garai,0.0
2021,,,Garai,"Per 10,000",Garai,0.0
2022,,,Gatika,"Per 10,000",Gatika,12.2
2023,,,Gatika,"Per 10,000",Gatika,24.7
2021,,,Gatika,"Per 10,000",Gatika,0.0
2020,,,Gatika,"Per 10,000",Gatika,48.2
2019,,,Gatika,"Per 10,000",Gatika,12.1
2021,,,Gautegiz Arteaga,"Per 10,000",Gautegiz Arteaga,46.2
2022,,,Gautegiz Arteaga,"Per 10,000",Gautegiz Arteaga,0.0
2020,,,Gautegiz Arteaga,"Per 10,000",Gautegiz Arteaga,23.7
2023,,,Gautegiz Arteaga,"Per 10,000",Gautegiz Arteaga,44.7
2019,,,Gautegiz Arteaga,"Per 10,000",Gautegiz Arteaga,0.0
2021,,,Gaztelu,"Per 10,000",Gaztelu,0.0
2023,,,Gaztelu,"Per 10,000",Gaztelu,0.0
2019,,,Gaztelu,"Per 10,000",Gaztelu,0.0
2020,,,Gaztelu,"Per 10,000",Gaztelu,0.0
2022,,,Gaztelu,"Per 10,000",Gaztelu,0.0
2023,,,Gernika-Lumo,"Per 10,000",Gernika-Lumo,25.0
2022,,,Gernika-Lumo,"Per 10,000",Gernika-Lumo,34.3
2020,,,Gernika-Lumo,"Per 10,000",Gernika-Lumo,43.4
2019,,,Gernika-Lumo,"Per 10,000",Gernika-Lumo,48.1
2021,,,Gernika-Lumo,"Per 10,000",Gernika-Lumo,32.1
2020,,,Getaria,"Per 10,000",Getaria,14.2
2021,,,Getaria,"Per 10,000",Getaria,14.1
2022,,,Getaria,"Per 10,000",Getaria,41.9
2019,,,Getaria,"Per 10,000",Getaria,14.1
2023,,,Getaria,"Per 10,000",Getaria,13.9
2020,,,Getxo,"Per 10,000",Getxo,21.0
2023,,,Getxo,"Per 10,000",Getxo,27.4
2022,,,Getxo,"Per 10,000",Getxo,37.0
2019,,,Getxo,"Per 10,000",Getxo,29.2
2021,,,Getxo,"Per 10,000",Getxo,21.0
2021,,,Gizaburuaga,"Per 10,000",Gizaburuaga,0.0
2020,,,Gizaburuaga,"Per 10,000",Gizaburuaga,0.0
2019,,,Gizaburuaga,"Per 10,000",Gizaburuaga,103.1
2023,,,Gizaburuaga,"Per 10,000",Gizaburuaga,0.0
2022,,,Gizaburuaga,"Per 10,000",Gizaburuaga,204.1
2023,,,Gordexola,"Per 10,000",Gordexola,36.7
2019,,,Gordexola,"Per 10,000",Gordexola,12.1
2022,,,Gordexola,"Per 10,000",Gordexola,0.0
2021,,,Gordexola,"Per 10,000",Gordexola,24.3
2020,,,Gordexola,"Per 10,000",Gordexola,48.4
2021,,,Gorliz,"Per 10,000",Gorliz,48.5
2023,,,Gorliz,"Per 10,000",Gorliz,16.1
2019,,,Gorliz,"Per 10,000",Gorliz,3.3
2020,,,Gorliz,"Per 10,000",Gorliz,35.8
2022,,,Gorliz,"Per 10,000",Gorliz,41.7
2021,,,Güeñes,"Per 10,000",Güeñes,23.5
2019,,,Güeñes,"Per 10,000",Güeñes,26.6
2023,,,Güeñes,"Per 10,000",Güeñes,20.2
2020,,,Güeñes,"Per 10,000",Güeñes,23.6
2022,,,Güeñes,"Per 10,000",Güeñes,61.0
2023,,,Harana/Valle de Arana,"Per 10,000",Harana/Valle de Arana,0.0
2020,,,Harana/Valle de Arana,"Per 10,000",Harana/Valle de Arana,0.0
2019,,,Harana/Valle de Arana,"Per 10,000",Harana/Valle de Arana,0.0
2021,,,Harana/Valle de Arana,"Per 10,000",Harana/Valle de Arana,0.0
2022,,,Harana/Valle de Arana,"Per 10,000",Harana/Valle de Arana,202.0
2020,,,Hernani,"Per 10,000",Hernani,25.0
2021,,,Hernani,"Per 10,000",Hernani,39.1
2022,,,Hernani,"Per 10,000",Hernani,42.9
2023,,,Hernani,"Per 10,000",Hernani,39.3
2019,,,Hernani,"Per 10,000",Hernani,41.9
2022,,,Hernialde,"Per 10,000",Hernialde,0.0
2019,,,Hernialde,"Per 10,000",Hernialde,0.0
2020,,,Hernialde,"Per 10,000",Hernialde,66.2
2023,,,Hernialde,"Per 10,000",Hernialde,0.0
2021,,,Hernialde,"Per 10,000",Hernialde,0.0
2022,,,Hondarribia,"Per 10,000",Hondarribia,24.3
2020,,,Hondarribia,"Per 10,000",Hondarribia,25.7
2019,,,Hondarribia,"Per 10,000",Hondarribia,37.4
2021,,,Hondarribia,"Per 10,000",Hondarribia,17.4
2023,,,Hondarribia,"Per 10,000",Hondarribia,45.3
2021,,,Ibarra,"Per 10,000",Ibarra,19.1
2023,,,Ibarra,"Per 10,000",Ibarra,24.2
2022,,,Ibarra,"Per 10,000",Ibarra,62.7
2020,,,Ibarra,"Per 10,000",Ibarra,37.3
2019,,,Ibarra,"Per 10,000",Ibarra,27.6
2019,,,Ibarrangelu,"Per 10,000",Ibarrangelu,0.0
2023,,,Ibarrangelu,"Per 10,000",Ibarrangelu,0.0
2020,,,Ibarrangelu,"Per 10,000",Ibarrangelu,62.9
2022,,,Ibarrangelu,"Per 10,000",Ibarrangelu,0.0
2021,,,Ibarrangelu,"Per 10,000",Ibarrangelu,29.7
2019,,,Idiazabal,"Per 10,000",Idiazabal,0.0
2023,,,Idiazabal,"Per 10,000",Idiazabal,34.6
2021,,,Idiazabal,"Per 10,000",Idiazabal,26.2
2020,,,Idiazabal,"Per 10,000",Idiazabal,0.0
2022,,,Idiazabal,"Per 10,000",Idiazabal,17.4
2022,,,Igorre,"Per 10,000",Igorre,56.4
2021,,,Igorre,"Per 10,000",Igorre,23.3
2023,,,Igorre,"Per 10,000",Igorre,79.0
2019,,,Igorre,"Per 10,000",Igorre,27.9
2020,,,Igorre,"Per 10,000",Igorre,32.5
2023,,,Ikaztegieta,"Per 10,000",Ikaztegieta,0.0
2021,,,Ikaztegieta,"Per 10,000",Ikaztegieta,0.0
2019,,,Ikaztegieta,"Per 10,000",Ikaztegieta,0.0
2022,,,Ikaztegieta,"Per 10,000",Ikaztegieta,0.0
2020,,,Ikaztegieta,"Per 10,000",Ikaztegieta,0.0
2020,,,Irun,"Per 10,000",Irun,43.9
2021,,,Irun,"Per 10,000",Irun,51.8
2023,,,Irun,"Per 10,000",Irun,67.1
2022,,,Irun,"Per 10,000",Irun,63.2
2019,,,Irun,"Per 10,000",Irun,49.3
2022,,,Iruña Oka/Iruña de Oca,"Per 10,000",Iruña Oka/Iruña de Oca,64.4
2020,,,Iruña Oka/Iruña de Oca,"Per 10,000",Iruña Oka/Iruña de Oca,41.1
2019,,,Iruña Oka/Iruña de Oca,"Per 10,000",Iruña Oka/Iruña de Oca,29.2
2021,,,Iruña Oka/Iruña de Oca,"Per 10,000",Iruña Oka/Iruña de Oca,23.7
2023,,,Iruña Oka/Iruña de Oca,"Per 10,000",Iruña Oka/Iruña de Oca,63.7
2023,,,Irura,"Per 10,000",Irura,0.0
2022,,,Irura,"Per 10,000",Irura,22.3
2020,,,Irura,"Per 10,000",Irura,69.1
2019,,,Irura,"Per 10,000",Irura,11.5
2021,,,Irura,"Per 10,000",Irura,34.3
2021,,,Iruraiz-Gauna,"Per 10,000",Iruraiz-Gauna,0.0
2023,,,Iruraiz-Gauna,"Per 10,000",Iruraiz-Gauna,38.5
2020,,,Iruraiz-Gauna,"Per 10,000",Iruraiz-Gauna,0.0
2022,,,Iruraiz-Gauna,"Per 10,000",Iruraiz-Gauna,0.0
2019,,,Iruraiz-Gauna,"Per 10,000",Iruraiz-Gauna,0.0
2019,,,Ispaster,"Per 10,000",Ispaster,28.7
2023,,,Ispaster,"Per 10,000",Ispaster,0.0
2022,,,Ispaster,"Per 10,000",Ispaster,28.2
2020,,,Ispaster,"Per 10,000",Ispaster,0.0
2021,,,Ispaster,"Per 10,000",Ispaster,0.0
2023,,,Itsasondo,"Per 10,000",Itsasondo,0.0
2020,,,Itsasondo,"Per 10,000",Itsasondo,28.6
2021,,,Itsasondo,"Per 10,000",Itsasondo,0.0
2022,,,Itsasondo,"Per 10,000",Itsasondo,30.4
2019,,,Itsasondo,"Per 10,000",Itsasondo,82.6
2019,,,Iurreta,"Per 10,000",Iurreta,0.0
2020,,,Iurreta,"Per 10,000",Iurreta,31.7
2021,,,Iurreta,"Per 10,000",Iurreta,21.3
2022,,,Iurreta,"Per 10,000",Iurreta,26.9
2023,,,Iurreta,"Per 10,000",Iurreta,15.7
2023,,,Izurtza,"Per 10,000",Izurtza,0.0
2021,,,Izurtza,"Per 10,000",Izurtza,0.0
2020,,,Izurtza,"Per 10,000",Izurtza,0.0
2019,,,Izurtza,"Per 10,000",Izurtza,0.0
2022,,,Izurtza,"Per 10,000",Izurtza,224.7
2020,,,Karrantza Harana/Valle de Carranza,"Per 10,000",Karrantza Harana/Valle de Carranza,66.6
2022,,,Karrantza Harana/Valle de Carranza,"Per 10,000",Karrantza Harana/Valle de Carranza,15.1
2021,,,Karrantza Harana/Valle de Carranza,"Per 10,000",Karrantza Harana/Valle de Carranza,37.5
2023,,,Karrantza Harana/Valle de Carranza,"Per 10,000",Karrantza Harana/Valle de Carranza,7.7
2019,,,Karrantza Harana/Valle de Carranza,"Per 10,000",Karrantza Harana/Valle de Carranza,22.0
2020,,,Kortezubi,"Per 10,000",Kortezubi,0.0
2022,,,Kortezubi,"Per 10,000",Kortezubi,0.0
2021,,,Kortezubi,"Per 10,000",Kortezubi,0.0
2023,,,Kortezubi,"Per 10,000",Kortezubi,42.0
2019,,,Kortezubi,"Per 10,000",Kortezubi,0.0
2020,,,Kripan,"Per 10,000",Kripan,0.0
2019,,,Kripan,"Per 10,000",Kripan,0.0
2022,,,Kripan,"Per 10,000",Kripan,0.0
2021,,,Kripan,"Per 10,000",Kripan,0.0
2023,,,Kripan,"Per 10,000",Kripan,0.0
2020,,,Kuartango,"Per 10,000",Kuartango,0.0
2022,,,Kuartango,"Per 10,000",Kuartango,0.0
2019,,,Kuartango,"Per 10,000",Kuartango,0.0
2023,,,Kuartango,"Per 10,000",Kuartango,0.0
2021,,,Kuartango,"Per 10,000",Kuartango,58.5
2023,,,Labastida/Bastida,"Per 10,000",Labastida/Bastida,25.4
2019,,,Labastida/Bastida,"Per 10,000",Labastida/Bastida,26.8
2020,,,Labastida/Bastida,"Per 10,000",Labastida/Bastida,26.0
2022,,,Labastida/Bastida,"Per 10,000",Labastida/Bastida,25.6
2021,,,Labastida/Bastida,"Per 10,000",Labastida/Bastida,0.0
2021,,,Lagrán,"Per 10,000",Lagrán,0.0
2019,,,Lagrán,"Per 10,000",Lagrán,0.0
2020,,,Lagrán,"Per 10,000",Lagrán,0.0
2023,,,Lagrán,"Per 10,000",Lagrán,246.9
2022,,,Lagrán,"Per 10,000",Lagrán,0.0
2019,,,Laguardia,"Per 10,000",Laguardia,27.7
2021,,,Laguardia,"Per 10,000",Laguardia,13.9
2023,,,Laguardia,"Per 10,000",Laguardia,42.2
2020,,,Laguardia,"Per 10,000",Laguardia,14.0
2022,,,Laguardia,"Per 10,000",Laguardia,13.8
2022,,,Lanciego/Lantziego,"Per 10,000",Lanciego/Lantziego,0.0
2020,,,Lanciego/Lantziego,"Per 10,000",Lanciego/Lantziego,0.0
2023,,,Lanciego/Lantziego,"Per 10,000",Lanciego/Lantziego,26.9
2019,,,Lanciego/Lantziego,"Per 10,000",Lanciego/Lantziego,29.2
2021,,,Lanciego/Lantziego,"Per 10,000",Lanciego/Lantziego,28.4
2020,,,Lanestosa,"Per 10,000",Lanestosa,78.7
2019,,,Lanestosa,"Per 10,000",Lanestosa,0.0
2023,,,Lanestosa,"Per 10,000",Lanestosa,0.0
2022,,,Lanestosa,"Per 10,000",Lanestosa,155.0
2021,,,Lanestosa,"Per 10,000",Lanestosa,0.0
2019,,,Lantarón,"Per 10,000",Lantarón,48.4
2023,,,Lantarón,"Per 10,000",Lantarón,0.0
2020,,,Lantarón,"Per 10,000",Lantarón,0.0
2022,,,Lantarón,"Per 10,000",Lantarón,115.7
2021,,,Lantarón,"Per 10,000",Lantarón,71.3
2021,,,Lapuebla de Labarca,"Per 10,000",Lapuebla de Labarca,47.6
2019,,,Lapuebla de Labarca,"Per 10,000",Lapuebla de Labarca,46.8
2023,,,Lapuebla de Labarca,"Per 10,000",Lapuebla de Labarca,0.0
2022,,,Lapuebla de Labarca,"Per 10,000",Lapuebla de Labarca,23.7
2020,,,Lapuebla de Labarca,"Per 10,000",Lapuebla de Labarca,23.6
2021,,,Larrabetzu,"Per 10,000",Larrabetzu,9.4
2020,,,Larrabetzu,"Per 10,000",Larrabetzu,28.1
2023,,,Larrabetzu,"Per 10,000",Larrabetzu,37.5
2019,,,Larrabetzu,"Per 10,000",Larrabetzu,0.0
2022,,,Larrabetzu,"Per 10,000",Larrabetzu,0.0
2020,,,Larraul,"Per 10,000",Larraul,0.0
2023,,,Larraul,"Per 10,000",Larraul,0.0
2022,,,Larraul,"Per 10,000",Larraul,0.0
2021,,,Larraul,"Per 10,000",Larraul,90.1
2019,,,Larraul,"Per 10,000",Larraul,0.0
2022,,,Lasarte-Oria,"Per 10,000",Lasarte-Oria,37.2
2020,,,Lasarte-Oria,"Per 10,000",Lasarte-Oria,37.8
2019,,,Lasarte-Oria,"Per 10,000",Lasarte-Oria,33.1
2021,,,Lasarte-Oria,"Per 10,000",Lasarte-Oria,23.3
2023,,,Lasarte-Oria,"Per 10,000",Lasarte-Oria,36.8
2021,,,Laudio/Llodio,"Per 10,000",Laudio/Llodio,32.3
2023,,,Laudio/Llodio,"Per 10,000",Laudio/Llodio,31.1
2019,,,Laudio/Llodio,"Per 10,000",Laudio/Llodio,26.5
2022,,,Laudio/Llodio,"Per 10,000",Laudio/Llodio,51.6
2020,,,Laudio/Llodio,"Per 10,000",Laudio/Llodio,19.2
2022,,,Laukiz,"Per 10,000",Laukiz,0.0
2019,,,Laukiz,"Per 10,000",Laukiz,0.0
2020,,,Laukiz,"Per 10,000",Laukiz,15.6
2023,,,Laukiz,"Per 10,000",Laukiz,15.6
2021,,,Laukiz,"Per 10,000",Laukiz,15.5
2020,,,Lazkao,"Per 10,000",Lazkao,24.4
2022,,,Lazkao,"Per 10,000",Lazkao,27.6
2019,,,Lazkao,"Per 10,000",Lazkao,14.3
2023,,,Lazkao,"Per 10,000",Lazkao,41.0
2021,,,Lazkao,"Per 10,000",Lazkao,20.7
2023,,,Leaburu,"Per 10,000",Leaburu,0.0
2021,,,Leaburu,"Per 10,000",Leaburu,0.0
2019,,,Leaburu,"Per 10,000",Leaburu,0.0
2022,,,Leaburu,"Per 10,000",Leaburu,0.0
2020,,,Leaburu,"Per 10,000",Leaburu,0.0
2023,,,Legazpi,"Per 10,000",Legazpi,31.3
2020,,,Legazpi,"Per 10,000",Legazpi,28.9
2022,,,Legazpi,"Per 10,000",Legazpi,21.9
2021,,,Legazpi,"Per 10,000",Legazpi,21.8
2019,,,Legazpi,"Per 10,000",Legazpi,24.0
2021,,,Legorreta,"Per 10,000",Legorreta,27.5
2023,,,Legorreta,"Per 10,000",Legorreta,95.6
2020,,,Legorreta,"Per 10,000",Legorreta,27.6
2022,,,Legorreta,"Per 10,000",Legorreta,41.3
2019,,,Legorreta,"Per 10,000",Legorreta,27.7
2019,,,Legutio,"Per 10,000",Legutio,46.3
2023,,,Legutio,"Per 10,000",Legutio,39.4
2020,,,Legutio,"Per 10,000",Legutio,44.2
2022,,,Legutio,"Per 10,000",Legutio,31.1
2021,,,Legutio,"Per 10,000",Legutio,74.0
2020,,,Leintz-Gatzaga,"Per 10,000",Leintz-Gatzaga,0.0
2022,,,Leintz-Gatzaga,"Per 10,000",Leintz-Gatzaga,0.0
2021,,,Leintz-Gatzaga,"Per 10,000",Leintz-Gatzaga,0.0
2019,,,Leintz-Gatzaga,"Per 10,000",Leintz-Gatzaga,0.0
2023,,,Leintz-Gatzaga,"Per 10,000",Leintz-Gatzaga,0.0
2019,,,Leioa,"Per 10,000",Leioa,41.6
2022,,,Leioa,"Per 10,000",Leioa,43.0
2023,,,Leioa,"Per 10,000",Leioa,34.3
2020,,,Leioa,"Per 10,000",Leioa,36.8
2021,,,Leioa,"Per 10,000",Leioa,37.8
2022,,,Lekeitio,"Per 10,000",Lekeitio,13.9
2020,,,Lekeitio,"Per 10,000",Lekeitio,19.1
2019,,,Lekeitio,"Per 10,000",Lekeitio,16.4
2023,,,Lekeitio,"Per 10,000",Lekeitio,27.7
2021,,,Lekeitio,"Per 10,000",Lekeitio,16.4
2022,,,Lemoa,"Per 10,000",Lemoa,22.5
2019,,,Lemoa,"Per 10,000",Lemoa,27.7
2021,,,Lemoa,"Per 10,000",Lemoa,28.3
2020,,,Lemoa,"Per 10,000",Lemoa,28.1
2023,,,Lemoa,"Per 10,000",Lemoa,45.1
2022,,,Lemoiz,"Per 10,000",Lemoiz,47.5
2021,,,Lemoiz,"Per 10,000",Lemoiz,15.8
2020,,,Lemoiz,"Per 10,000",Lemoiz,0.0
2019,,,Lemoiz,"Per 10,000",Lemoiz,17.3
2023,,,Lemoiz,"Per 10,000",Lemoiz,0.0
2022,,,Leza,"Per 10,000",Leza,89.3
2019,,,Leza,"Per 10,000",Leza,0.0
2020,,,Leza,"Per 10,000",Leza,90.1
2023,,,Leza,"Per 10,000",Leza,0.0
2021,,,Leza,"Per 10,000",Leza,0.0
2020,,,Lezama,"Per 10,000",Lezama,16.3
2019,,,Lezama,"Per 10,000",Lezama,24.4
2023,,,Lezama,"Per 10,000",Lezama,24.9
2022,,,Lezama,"Per 10,000",Lezama,41.3
2021,,,Lezama,"Per 10,000",Lezama,32.7
2022,,,Lezo,"Per 10,000",Lezo,42.6
2020,,,Lezo,"Per 10,000",Lezo,62.3
2019,,,Lezo,"Per 10,000",Lezo,42.7
2021,,,Lezo,"Per 10,000",Lezo,52.3
2023,,,Lezo,"Per 10,000",Lezo,49.2
2023,,,Lizartza,"Per 10,000",Lizartza,0.0
2021,,,Lizartza,"Per 10,000",Lizartza,0.0
2020,,,Lizartza,"Per 10,000",Lizartza,0.0
2022,,,Lizartza,"Per 10,000",Lizartza,0.0
2019,,,Lizartza,"Per 10,000",Lizartza,98.4
2021,,,Loiu,"Per 10,000",Loiu,45.8
2022,,,Loiu,"Per 10,000",Loiu,45.3
2020,,,Loiu,"Per 10,000",Loiu,27.1
2019,,,Loiu,"Per 10,000",Loiu,61.2
2023,,,Loiu,"Per 10,000",Loiu,36.1
2020,,,Mallabia,"Per 10,000",Mallabia,17.1
2023,,,Mallabia,"Per 10,000",Mallabia,87.0
2019,,,Mallabia,"Per 10,000",Mallabia,17.3
2022,,,Mallabia,"Per 10,000",Mallabia,34.2
2021,,,Mallabia,"Per 10,000",Mallabia,16.9
2022,,,Mañaria,"Per 10,000",Mañaria,0.0
2023,,,Mañaria,"Per 10,000",Mañaria,38.6
2021,,,Mañaria,"Per 10,000",Mañaria,79.4
2020,,,Mañaria,"Per 10,000",Mañaria,38.8
2019,,,Mañaria,"Per 10,000",Mañaria,77.5
2021,,,Markina-Xemein,"Per 10,000",Markina-Xemein,44.7
2020,,,Markina-Xemein,"Per 10,000",Markina-Xemein,20.3
2019,,,Markina-Xemein,"Per 10,000",Markina-Xemein,8.2
2023,,,Markina-Xemein,"Per 10,000",Markina-Xemein,36.0
2022,,,Markina-Xemein,"Per 10,000",Markina-Xemein,24.3
2020,,,Maruri-Jatabe,"Per 10,000",Maruri-Jatabe,0.0
2023,,,Maruri-Jatabe,"Per 10,000",Maruri-Jatabe,0.0
2021,,,Maruri-Jatabe,"Per 10,000",Maruri-Jatabe,0.0
2019,,,Maruri-Jatabe,"Per 10,000",Maruri-Jatabe,0.0
2022,,,Maruri-Jatabe,"Per 10,000",Maruri-Jatabe,0.0
2019,,,Mendaro,"Per 10,000",Mendaro,18.9
2021,,,Mendaro,"Per 10,000",Mendaro,0.0
2023,,,Mendaro,"Per 10,000",Mendaro,70.9
2020,,,Mendaro,"Per 10,000",Mendaro,29.5
2022,,,Mendaro,"Per 10,000",Mendaro,30.2
2020,,,Mendata,"Per 10,000",Mendata,0.0
2022,,,Mendata,"Per 10,000",Mendata,0.0
2019,,,Mendata,"Per 10,000",Mendata,52.6
2021,,,Mendata,"Per 10,000",Mendata,49.0
2023,,,Mendata,"Per 10,000",Mendata,0.0
2022,,,Mendexa,"Per 10,000",Mendexa,47.6
2019,,,Mendexa,"Per 10,000",Mendexa,41.3
2021,,,Mendexa,"Per 10,000",Mendexa,0.0
2020,,,Mendexa,"Per 10,000",Mendexa,87.3
2023,,,Mendexa,"Per 10,000",Mendexa,95.2
2019,,,Meñaka,"Per 10,000",Meñaka,0.0
2021,,,Meñaka,"Per 10,000",Meñaka,58.0
2020,,,Meñaka,"Per 10,000",Meñaka,0.0
2023,,,Meñaka,"Per 10,000",Meñaka,58.0
2022,,,Meñaka,"Per 10,000",Meñaka,0.0
2020,,,Moreda de Álava/Moreda Araba,"Per 10,000",Moreda de Álava/Moreda Araba,0.0
2021,,,Moreda de Álava/Moreda Araba,"Per 10,000",Moreda de Álava/Moreda Araba,0.0
2019,,,Moreda de Álava/Moreda Araba,"Per 10,000",Moreda de Álava/Moreda Araba,0.0
2023,,,Moreda de Álava/Moreda Araba,"Per 10,000",Moreda de Álava/Moreda Araba,0.0
2022,,,Moreda de Álava/Moreda Araba,"Per 10,000",Moreda de Álava/Moreda Araba,0.0
2020,,,Morga,"Per 10,000",Morga,0.0
2021,,,Morga,"Per 10,000",Morga,0.0
2023,,,Morga,"Per 10,000",Morga,0.0
2022,,,Morga,"Per 10,000",Morga,0.0
2019,,,Morga,"Per 10,000",Morga,0.0
2022,,,Mundaka,"Per 10,000",Mundaka,41.3
2023,,,Mundaka,"Per 10,000",Mundaka,10.5
2021,,,Mundaka,"Per 10,000",Mundaka,41.1
2020,,,Mundaka,"Per 10,000",Mundaka,30.8
2019,,,Mundaka,"Per 10,000",Mundaka,0.0
2021,,,Mungia,"Per 10,000",Mungia,28.0
2020,,,Mungia,"Per 10,000",Mungia,32.5
2019,,,Mungia,"Per 10,000",Mungia,26.9
2023,,,Mungia,"Per 10,000",Mungia,37.4
2022,,,Mungia,"Per 10,000",Mungia,28.9
